id;name;lastname;email;grade
40568;Giovanny;Hessel;maggie84@example.org;77
73678;Emiliano;Casper;altenwerth.jimmy@example.n;30
4734;Ara;Orn;brown.caterina@example.org;96
5754;Dedrick;Strosin;lilian.ledner@example.com;49
29358;Paul;Mayer;jarrod88@example.com;52
5960;Paolo;Rosenbaum;fkris@example.net;89
64489;Rosamond;Powlowski;bethany48@example.com;48
87941;Fritz;Stanton;alden.becker@example.net;46
20140;Evalyn;Ondricka;brennon.stokes@example.org;45
63940;Katelin;Roberts;lurline.halvorson@example.;36
59302;Eulalia;Dicki;shayne.kris@example.com;87
22249;Keagan;Jerde;jovanny57@example.org;2
8226;Arne;Leannon;lora39@example.com;0
59614;Lacy;Predovic;bins.madisyn@example.org;92
23898;Angelita;Hoeger;mrenner@example.net;29
87930;Agustina;Welch;krunolfsdottir@example.com;64
66978;Royce;Hoeger;carlee.larson@example.com;90
7792;Laury;Wisozk;arielle.roberts@example.or;53
47042;Foster;Satterfield;patrick.lockman@example.co;37
71543;Shaylee;Emard;helmer.ferry@example.org;59
6944;Talon;Paucek;emmett86@example.org;10
24992;Murphy;McKenzie;sydni48@example.com;82
31043;Cristian;Raynor;lynch.mary@example.net;98
590;Sally;Mosciski;elnora50@example.com;52
21228;Jaida;Gislason;macejkovic.lenora@example.;96
4392;Carmine;Huel;vandervort.trevor@example.;47
60735;Seamus;Upton;madison95@example.net;27
19142;Nichole;Predovic;vincenzo15@example.org;13
33434;Nat;Farrell;xander99@example.org;38
60616;Kendrick;Spinka;turner.jazlyn@example.com;41
88450;Flossie;Bashirian;xstark@example.net;66
3796;Elvie;O'Hara;vbashirian@example.com;48
19866;Jaquelin;Bartoletti;camryn.spencer@example.net;49
19175;Belle;Klocko;albertha52@example.org;75
54490;Erik;Balistreri;merritt03@example.org;87
18009;Araceli;Kemmer;fcollier@example.net;46
28507;Immanuel;Hamill;aimee.hansen@example.net;47
51413;Creola;Quigley;lesch.ricardo@example.org;88
22817;Calista;Frami;ykunze@example.org;52
37787;Barton;Hartmann;xbaumbach@example.com;21
5345;Cecilia;Lueilwitz;initzsche@example.net;23
66464;Wendell;Upton;uschumm@example.net;69
81932;Josephine;Kovacek;fwaters@example.org;55
21382;D'angelo;Zemlak;vince.weimann@example.org;22
85684;Karolann;Predovic;sbins@example.net;3
69655;Orville;Green;susan34@example.org;71
57610;Lucinda;Pouros;zwunsch@example.net;59
98166;Angelica;Herzog;jordyn.koelpin@example.com;21
90486;Don;Schuppe;max61@example.com;98
94780;Hardy;Nienow;douglas.fiona@example.net;34
44480;Millie;Stiedemann;rthiel@example.org;52
715;Hilton;Murray;mellie02@example.net;58
